what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1349664012052
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349664015302
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349664016826
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.project.cleanAction",1349664016838
error,log,,,"LiplisAndroid does not exist",1349664016839
error,log,,,"configuration.xml: error!",1349664017881
error,log,,,"configuration.xml: error!",1349664018616
activated,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.views.ProblemView",1349664022257
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1349664024858
activated,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.views.ProblemView",1349664029519
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1349664046621
activated,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.views.ProblemView",1349664050614
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1349664053258
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349664055204
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349664215209
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349664216506
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349664253312
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349664256708
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349664257553
error,log,,,"LiplisAndroid does not exist",1349664257565
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.project.cleanAction",1349664257565
error,log,,,"configuration.xml: error!",1349664257908
error,log,,,"configuration.xml: error!",1349664259362
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349664262970
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349664266304
started,bundle,org.eclipse.epp.usagedata.ui,1.3.1.R201102081640,"org.eclipse.epp.usagedata.ui",1349664266318
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349664266707
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349664268426
activated,editor,com.android.ide.eclipse.adt,10.0.1.v201103111512-110841,"com.android.ide.eclipse.editors.layout.LayoutEditor",1349664289070
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1349664314319
started,bundle,org.eclipse.mylyn.java.tasks,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.tasks",1349664314507
started,bundle,org.eclipse.wst.html.ui,1.0.504.v201101122108,"org.eclipse.wst.html.ui",1349664314513
error,log,,,"liplisnoralis.xml: error!",1349664315970
activated,editor,com.android.ide.eclipse.adt,10.0.1.v201103111512-110841,"com.android.ide.eclipse.editors.layout.LayoutEditor",1349664316121
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1349664326446
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1349664331381
activated,editor,com.android.ide.eclipse.adt,10.0.1.v201103111512-110841,"com.android.ide.eclipse.editors.layout.LayoutEditor",1349664332368
opened,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.ContentOutline",1349664354689
activated,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.ContentOutline",1349664354744
activated,editor,com.android.ide.eclipse.adt,10.0.1.v201103111512-110841,"com.android.ide.eclipse.editors.layout.LayoutEditor",1349664359200
activated,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.ContentOutline",1349664360766
activated,editor,com.android.ide.eclipse.adt,10.0.1.v201103111512-110841,"com.android.ide.eclipse.editors.layout.LayoutEditor",1349664371476
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1349664382946
activated,editor,com.android.ide.eclipse.adt,10.0.1.v201103111512-110841,"com.android.ide.eclipse.editors.layout.LayoutEditor",1349664384253
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1349664389376
error,log,,,"liplisnoralis.xml: error!",1349664397215
