what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349690493847
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1349690495439
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1349690506771
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349690526370
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349690527499
activated,editor,com.android.ide.eclipse.adt,10.0.1.v201103111512-110841,"com.android.ide.eclipse.editors.layout.LayoutEditor",1349690914349
closed,editor,com.android.ide.eclipse.adt,10.0.1.v201103111512-110841,"com.android.ide.eclipse.editors.resources.ResourcesEditor",1349690916792
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1349690916812
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1349690916832
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1349690916848
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1349690916999
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1349690917012
closed,editor,com.android.ide.eclipse.adt,10.0.1.v201103111512-110841,"com.android.ide.eclipse.editors.layout.LayoutEditor",1349690917035
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1349690917047
closed,editor,com.android.ide.eclipse.adt,10.0.1.v201103111512-110841,"com.android.ide.eclipse.editors.layout.LayoutEditor",1349690917066
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349692473652
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349692475071
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349692476273
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349692535850
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349692535858
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349692621083
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349692625309
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349692628801
started,bundle,org.eclipse.ui.externaltools,3.2.0.v20100427,"org.eclipse.ui.externaltools",1349692628910
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349692629120
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349692630552
executed,command,org.eclipse.ui.externaltools,3.2.0.v20100427,"org.eclipse.ui.externaltools.ExternalToolMenuDelegateToolbar",1349692630565
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349692631570
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349692631722
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349692633862
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349692637681
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349692638873
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349692655454
